KANWIL;AREA;CABANG;KATEGORI;ASPEK;ELEMENT;SCORE
KANWIL SURABAYA; AREA SURABAYA 2;CP SIDOARJO;cabang;TOTAL;Total Score;89.98
KANWIL DENPASAR; AREA ENDE;CP MAUMERE;cabang;TOTAL;Total Score;71.68
KANWIL MEDAN; AREA MEDAN 2;CP SERBALAWAN;cabang;TOTAL;Total Score;69.12
KANWIL BALIKPAPAN; AREA PONTIANAK;CP SINTANG;cabang;TOTAL;Total Score;71.74
KANWIL PEKANBARU; AREA PADANG;CP SOLOK;cabang;TOTAL;Total Score;65.34
KANWIL MAKASAR; AREA PARE-PARE;CP WATANSOPPENG;cabang;TOTAL;Total Score;75.4
KANWIL MAKASAR; AREA PARE-PARE;CP CABENGE;cabang;TOTAL;Total Score;69.89
KANWIL SEMARANG; AREA SURAKARTA;CP SRAGEN;cabang;TOTAL;Total Score;91.15
KANWIL DENPASAR; AREA ENDE;CP WAITABULA;cabang;TOTAL;Total Score;95.57
KANWIL DENPASAR; AREA DOMPU;CP TALIWANG;cabang;TOTAL;Total Score;67.49
KANWIL SURABAYA; AREA PAMEKASAN;CPS PAMOLOKAN;cabang;TOTAL;Total Score;83.86
KANWIL SURABAYA; AREA PAMEKASAN;CPS PRENDUAN;cabang;TOTAL;Total Score;86.9
KANWIL SURABAYA; AREA PAMEKASAN;CPS SUMENEP;cabang;TOTAL;Total Score;82.17
KANWIL SURABAYA; AREA SURABAYA 1;CP MULYOSARI;cabang;TOTAL;Total Score;79.94
KANWIL SURABAYA; AREA SURABAYA 1;CPS BLAURAN;cabang;TOTAL;Total Score;78.89
KANWIL SURABAYA; AREA SURABAYA 1;CPS BABAKAN;cabang;TOTAL;Total Score;86.03
KANWIL SURABAYA; AREA SURABAYA 2;CP MANUKAN;cabang;TOTAL;Total Score;84.85
KANWIL SURABAYA; AREA SURABAYA 1;CP BENTENG;cabang;TOTAL;Total Score;87.24
KANWIL SURABAYA; AREA SURABAYA 2;CP WIYUNG;cabang;TOTAL;Total Score;90.97
KANWIL SURABAYA; AREA SURABAYA 1;CP KALIANYAR;cabang;TOTAL;Total Score;87.16
KANWIL SURABAYA; AREA SURABAYA 1;CP BRATANG;cabang;TOTAL;Total Score;89.11
KANWIL SURABAYA; AREA SURABAYA 2;CP JEMURSARI;cabang;TOTAL;Total Score;88.94
KANWIL SEMARANG; AREA SURAKARTA;CPS SOLO BARU;cabang;TOTAL;Total Score;72.72
KANWIL SEMARANG; AREA SURAKARTA;CP PURWOTOMO;cabang;TOTAL;Total Score;81.82
KANWIL SEMARANG; AREA SURAKARTA;CP COKRONEGARAN;cabang;TOTAL;Total Score;81.21
KANWIL SEMARANG; AREA SURAKARTA;CP GADING;cabang;TOTAL;Total Score;79.22
KANWIL BALIKPAPAN; AREA BANJARMASIN;CP TABALONG;cabang;TOTAL;Total Score;86.63
KANWIL DENPASAR; AREA DENPASAR;CP TABANAN;cabang;TOTAL;Total Score;82.01
KANWIL MAKASAR; AREA MAKASAR 2;CP TAKALAR;cabang;TOTAL;Total Score;96.07
KANWIL JAKARTA 2; AREA TANGERANG;CP KARAWACI;cabang;TOTAL;Total Score;86.11
KANWIL JAKARTA 2; AREA TANGERANG;CPS PASAR BABAKAN;cabang;TOTAL;Total Score;87.04
KANWIL JAKARTA 2; AREA KALIDERES;CP KREO;cabang;TOTAL;Total Score;87.79
KANWIL JAKARTA 2; AREA CIRENDEU;CP PASAR CIPUTAT;cabang;TOTAL;Total Score;87.57
KANWIL JAKARTA 2; AREA CIRENDEU;CP BINTARO SEKTOR 3;cabang;TOTAL;Total Score;84.62
KANWIL JAKARTA 2; AREA CIRENDEU;CP PAMULANG;cabang;TOTAL;Total Score;86.69
KANWIL JAKARTA 2; AREA TANGERANG;CP PASAR MODERN;cabang;TOTAL;Total Score;85.22
KANWIL JAKARTA 2; AREA TANGERANG;CP SERPONG;cabang;TOTAL;Total Score;91.43
KANWIL JAKARTA 2; AREA TANGERANG;CP BSD CITY;cabang;TOTAL;Total Score;91.85
KANWIL MEDAN; AREA RANTAU PRAPAT;CP TARUTUNG;cabang;TOTAL;Total Score;74.41
KANWIL BALIKPAPAN; AREA TARAKAN;CP TARAKAN;cabang;TOTAL;Total Score;88.43
KANWIL BALIKPAPAN; AREA TARAKAN;CPS TARAKAN;cabang;TOTAL;Total Score;80.59
KANWIL SEMARANG; AREA PURWOKERTO;CP TEMANGGUNG;cabang;TOTAL;Total Score;91.54
KANWIL MANADO; AREA MANADO 2;CP TERNATE;cabang;TOTAL;Total Score;91
KANWIL MANADO; AREA MANADO 2;CPS TERNATE PELABUHAN;cabang;TOTAL;Total Score;98.33
KANWIL MANADO; AREA MANADO 2;CP BASTIONG;cabang;TOTAL;Total Score;93.35
KANWIL DENPASAR; AREA KUPANG;CP SOE;cabang;TOTAL;Total Score;46.53
KANWIL DENPASAR; AREA KUPANG;CP KEFAMENANU;cabang;TOTAL;Total Score;89.1
KANWIL MANADO; AREA PALU;CP TOLITOLI;cabang;TOTAL;Total Score;74.02
KANWIL MANADO; AREA MANADO 2;CP TOMOHON;cabang;TOTAL;Total Score;80.25
KANWIL MAKASAR; AREA PALOPO;CP SENGKANG;cabang;TOTAL;Total Score;67.33
KANWIL MAKASAR; AREA PALOPO;CP PASAR MINI;cabang;TOTAL;Total Score;69.03
KANWIL SEMARANG; AREA SURAKARTA;CP WONOGIRI;cabang;TOTAL;Total Score;86.68
KANWIL SEMARANG; AREA SURAKARTA;CP JATISRONO;cabang;TOTAL;Total Score;88.25
KANWIL SEMARANG; AREA YOGYAKARTA;CP BASEN;cabang;TOTAL;Total Score;85.98
KANWIL SEMARANG; AREA YOGYAKARTA;CPS KUSUMANEGARA;cabang;TOTAL;Total Score;88.45
KANWIL SEMARANG; AREA YOGYAKARTA;CP LEMPUYANGAN;cabang;TOTAL;Total Score;77.9
KANWIL MANADO; AREA GORONTALO;UPC PARIS MALL;upc;TOTAL;Total Score;65.34
KANWIL PALEMBANG; AREA LAMPUNG;UPC PASAR KLIWON;upc;TOTAL;Total Score;85.02
KANWIL PALEMBANG; AREA PALEMBANG;UPC OPI RAYA;upc;TOTAL;Total Score;72.79
KANWIL SURABAYA; AREA PAMEKASAN;UPS LABANG;upc;TOTAL;Total Score;70.84
KANWIL MEDAN; AREA MEDAN 2;UPC SEKSAMA;upc;TOTAL;Total Score;82.66
KANWIL SURABAYA; AREA PAMEKASAN;UPS DIPONEGORO;upc;TOTAL;Total Score;83.82
KANWIL MAKASAR; AREA PARE-PARE;UPC BARAKA;upc;TOTAL;Total Score;69.32
KANWIL PALEMBANG; AREA JAMBI;UPC MANNA;upc;TOTAL;Total Score;84.86
KANWIL JAKARTA 2; AREA CIRENDEU;UPC PESANGGRAHAN;upc;TOTAL;Total Score;80.01
KANWIL MEDAN; AREA RANTAU PRAPAT;UPC ASAHAN;upc;TOTAL;Total Score;73.13
KANWIL MANADO; AREA SORONG;UPC WASIOR;upc;TOTAL;Total Score;85.01
KANWIL MAKASAR; AREA KENDARI;UPC LAWATA;upc;TOTAL;Total Score;63.83
KANWIL MAKASAR; AREA MAKASAR 2;UPC TODDOPULI BARU;upc;TOTAL;Total Score;70.92
KANWIL MAKASAR; AREA PALOPO;UPC ATAPANGE;upc;TOTAL;Total Score;75.91
KANWIL BALIKPAPAN; AREA BANJARMASIN;UPC GUNUNG MAS;upc;TOTAL;Total Score;86.73
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;UPS BANGUN CIPTA SARANA;upc;TOTAL;Total Score;72.17
KANWIL DENPASAR; AREA DOMPU;UPS TAMAN KOTA;upc;TOTAL;Total Score;81.61
KANWIL MANADO; AREA PALU;UPC PANASAKAN;upc;TOTAL;Total Score;80.38
KANWIL MANADO; AREA JAYAPURA;UPC KOTA BARU;upc;TOTAL;Total Score;88.53
KANWIL MAKASAR; AREA PALOPO;UPC SABANG PARU;upc;TOTAL;Total Score;76.5
KANWIL BALIKPAPAN; AREA SAMARINDA;UPC PASAR MANGKURAWANG;upc;TOTAL;Total Score;85.24
KANWIL PEKANBARU; AREA PEKANBARU;UPC SOREK;upc;TOTAL;Total Score;73.36
KANWIL JAKARTA 1; AREA SENEN;UPS TAMAN SOLO GAJAH MADA;upc;TOTAL;Total Score;78.53
KANWIL MANADO; AREA MANADO 2;UPC KAO;upc;TOTAL;Total Score;92.83
KANWIL BANDUNG; AREA CIREBON;UPS KARANGSINOM;upc;TOTAL;Total Score;77
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPC BONTO BULAENG;upc;TOTAL;Total Score;72.66
KANWIL DENPASAR; AREA AMPENAN;UPS PRINGGARATA;upc;TOTAL;Total Score;88.07
KANWIL BALIKPAPAN; AREA TARAKAN;UPC PASAR GAYAM;upc;TOTAL;Total Score;60.71
KANWIL PEKANBARU; AREA BATAM;UPC DABO SINGKEP;upc;TOTAL;Total Score;72.69
KANWIL PEKANBARU; AREA PADANG;UPC LINTAU;upc;TOTAL;Total Score;68.98
KANWIL MANADO; AREA MANADO 1;UPC BAILANG;upc;TOTAL;Total Score;75.58
KANWIL JAKARTA 2; AREA TANGERANG;UPS MALABAR;upc;TOTAL;Total Score;80.75
KANWIL MAKASAR; AREA MAKASAR 1;UPC PARUMPA;upc;TOTAL;Total Score;71.01
KANWIL SURABAYA; AREA SURABAYA 1;UPS SUCI;upc;TOTAL;Total Score;77.38
KANWIL JAKARTA 1; AREA BOGOR;UPS PONDOK DUTA;upc;TOTAL;Total Score;73.78
KANWIL MANADO; AREA GORONTALO;UPS  PASAR SERASI;upc;TOTAL;Total Score;80.33
KANWIL MAKASAR; AREA BANTAENG;UPC PASAR SENTRAL BULUKUMBA;upc;TOTAL;Total Score;90.92
KANWIL MEDAN; AREA MEDAN 1;UPC BRASTAGI;upc;TOTAL;Total Score;51.11
KANWIL BANDUNG; AREA BANDUNG 1;UPS KEBON KOPI;upc;TOTAL;Total Score;72.37
KANWIL MAKASAR; AREA AMBON;UPC PANGKALAN;upc;TOTAL;Total Score;75.84
KANWIL JAKARTA 1; AREA KRAMATJATI;UPS EMPAT DELAPAN;upc;TOTAL;Total Score;87.67
KANWIL SEMARANG; AREA PATI;UPS PASAR BINTORO DEMAK;upc;TOTAL;Total Score;71.83
KANWIL DENPASAR; AREA DENPASAR 2;UPS NANGKA;upc;TOTAL;Total Score;84.71
KANWIL JAKARTA 2; AREA CIRENDEU;UPS PONDOK CABE;upc;TOTAL;Total Score;84.95
KANWIL SEMARANG; AREA TEGAL;UPS WARUNGASEM;upc;TOTAL;Total Score;69.13
KANWIL BANDUNG; AREA BANDUNG 2;UPS GRIYA PLERED INDAH;upc;TOTAL;Total Score;73.6
KANWIL SURABAYA; AREA PROBOLINGGO;UPS UNTUNG SUROPATI;upc;TOTAL;Total Score;84.95
KANWIL SEMARANG; AREA SEMARANG;UPS KENDAL PERMAI;upc;TOTAL;Total Score;72.42
KANWIL SEMARANG; AREA SURAKARTA;UPS PASAR DELANGGU KERTEN;upc;TOTAL;Total Score;86.73
KANWIL DENPASAR; AREA DENPASAR;UPS AYANI;upc;TOTAL;Total Score;85.98
KANWIL JAKARTA 2; AREA KALIDERES;UPS CITRA NIAGA;upc;TOTAL;Total Score;76.42
KANWIL JAKARTA 1; AREA JATIWARINGIN;UPS PERJUANGAN BARU;upc;TOTAL;Total Score;72.77
KANWIL SURABAYA; AREA MALANG;UPS PSR GADANG;upc;TOTAL;Total Score;74.2
KANWIL JAKARTA 2; AREA KEBAYORAN BARU;UPS SILIWANGI;upc;TOTAL;Total Score;75.81
KANWIL SEMARANG; AREA PURWOKERTO;UPS PSR SANGKAL PUTUNG;upc;TOTAL;Total Score;71.58
KANWIL SEMARANG; AREA YOGYAKARTA;UPS PASAR TELLO;upc;TOTAL;Total Score;88.2
KANWIL BANDUNG; AREA TASIKMALAYA;UPS  AHMAD DAHLAN;upc;TOTAL;Total Score;76.35
KANWIL JAKARTA 1; AREA BEKASI;UPS KARTINI;upc;TOTAL;Total Score;70.86107804
KANWIL SURABAYA; AREA SURABAYA 2;UPS KARANGPILANG;upc;TOTAL;Total Score;79.58634259
KANWIL SURABAYA; AREA JEMBER;UPS PASAR TANJUNG;upc;TOTAL;Total Score;73.11960979
KANWIL SURABAYA; AREA MADIUN;UPS JOMBANG;upc;TOTAL;Total Score;83.92195767
KANWIL BALIKPAPAN; AREA PONTIANAK;BRI UNIT BATU BUIL SINTANG;collocation;TOTAL;Total Score;72.61
KANWIL BALIKPAPAN; AREA BANJARMASIN;BRI UNIT KERENG PANGI PALANGKA;collocation;TOTAL;Total Score;79.05
KANWIL DENPASAR; AREA ENDE;BRI UNIT SURISINA BAJAWA;collocation;TOTAL;Total Score;83.84
KANWIL DENPASAR; AREA KUPANG;BRI UNIT BUSALANGGA KUPANG;collocation;TOTAL;Total Score;61.62
KANWIL DENPASAR; AREA DENPASAR;BRI UNIT GUMBRIH;collocation;TOTAL;Total Score;71.4
KANWIL MAKASAR; AREA PALOPO;BRI UNIT MENGKENDEK MAKALE;collocation;TOTAL;Total Score;77.72
KANWIL MAKASAR; AREA MAKASAR 1;BRI UNIT BONTO POLE PANGKEP;collocation;TOTAL;Total Score;70.67
KANWIL MANADO; AREA SORONG;UPC BRI UNIT KARANG SENANG;collocation;TOTAL;Total Score;72.68
KANWIL MANADO; AREA MANADO 1;UPC BRI UNIT LIRUNG;collocation;TOTAL;Total Score;89.86
KANWIL MEDAN; AREA RANTAU PRAPAT;UPC BRI UNIT LAGUBOTI;collocation;TOTAL;Total Score;71.82
KANWIL MEDAN; AREA MEDAN 1;UPC BRI UNIT BATANG SERANGAN;collocation;TOTAL;Total Score;73.4
KANWIL MEDAN; AREA RANTAU PRAPAT;UPC BRI UNIT DAMULI RANTAUPRAPAT;collocation;TOTAL;Total Score;70.09
KANWIL MEDAN; AREA MEDAN 2;UPC BRI UNIT TALUN KENAS;collocation;TOTAL;Total Score;65.58
KANWIL PALEMBANG; AREA JAMBI;BRI UNIT O MANGUN HARJO;collocation;TOTAL;Total Score;82.9
KANWIL PEKANBARU; AREA PADANG;UPC BRI UNIT ALAHAN PANJANG SOLOK;collocation;TOTAL;Total Score;71.74
KANWIL SEMARANG; AREA TEGAL;BRI UNIT TUWEL SLAWI;collocation;TOTAL;Total Score;81.7
KANWIL SURABAYA; AREA SURABAYA 2;BRI UNIT SIMO ANGIN-ANGIN;collocation;TOTAL;Total Score;88.09
KANWIL JAKARTA 1; AREA BEKASI;BRI UNIT KERTASARI;collocation;TOTAL;Total Score;69.39
KANWIL MAKASAR; AREA PALOPO;BRI UNIT LAKAWALI MASAMBA;collocation;TOTAL;Total Score;67.75
KANWIL SURABAYA; AREA MADIUN;BRI UNIT JIWAN;collocation;TOTAL;Total Score;83.09
KANWIL DENPASAR; AREA KUPANG;BRI UNIT NOEMUTI KEFAMENANU;collocation;TOTAL;Total Score;85.29
KANWIL MEDAN; AREA MEDAN 1;UPC BRI UNIT SARIBU DOLOK;collocation;TOTAL;Total Score;80.38
KANWIL SEMARANG; AREA SURAKARTA;BRI UNIT JATIROTO;collocation;TOTAL;Total Score;70.52
KANWIL SEMARANG; AREA PURWOKERTO;BRI UNIT LINGGAPURA;collocation;TOTAL;Total Score;81.36
KANWIL BANDUNG; AREA CIREBON;BRI UNIT BUGIS;collocation;TOTAL;Total Score;72.01
KANWIL PALEMBANG; AREA PALEMBANG;CP MUARAENIM;cabang;TOTAL;Total Score;61.46
KANWIL SEMARANG; AREA YOGYAKARTA;UPC Sidoarum;upc;TOTAL;Total Score;62.34
KANWIL MANADO; AREA PALU;CP POSO;cabang;TOTAL;Total Score;62.35
KANWIL MAKASAR; AREA PARE-PARE;CP SIDRAP;cabang;TOTAL;Total Score;62.68
KANWIL DENPASAR; AREA ENDE;CP PRAILIU;cabang;TOTAL;Total Score;63.36
KANWIL DENPASAR; AREA DOMPU;CP SUMBAWA BESAR;cabang;TOTAL;Total Score;63.92
KANWIL DENPASAR; AREA KUPANG;UPC SOEKARNO HATTA;upc;TOTAL;Total Score;64.26
KANWIL DENPASAR; AREA DOMPU;CP ALAS;cabang;TOTAL;Total Score;64.35
KANWIL MEDAN; AREA MEDAN 1;CP LABUHAN RUKU;cabang;TOTAL;Total Score;64.82
KANWIL DENPASAR; AREA DOMPU;CP EMPANG;cabang;TOTAL;Total Score;66.14
KANWIL DENPASAR; AREA ENDE;UPC LEWA;upc;TOTAL;Total Score;66.25
KANWIL DENPASAR; AREA KUPANG;UPC BAKUNASE;upc;TOTAL;Total Score;66.47
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP BATU AMPAR;cabang;TOTAL;Total Score;66.5
KANWIL PEKANBARU; AREA PADANG;CP ULAK KARANG;cabang;TOTAL;Total Score;66.82
KANWIL MAKASAR; AREA BANTAENG;UPS BONE;upc;TOTAL;Total Score;66.98
KANWIL MAKASAR; AREA KENDARI;UPS. BOMBANA;upc;TOTAL;Total Score;67.42
KANWIL JAKARTA 1; AREA BEKASI;CP PONDOK UNGU;cabang;TOTAL;Total Score;67.87
KANWIL MEDAN; AREA MEDAN 1;CP LABUHAN DELI;cabang;TOTAL;Total Score;68.1
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPS SANGATTA;upc;TOTAL;Total Score;68.33
KANWIL SEMARANG; AREA PURWOKERTO;CP WONOSOBO;cabang;TOTAL;Total Score;68.79
KANWIL MAKASAR; AREA MAKASAR 1;CP VETERAN;cabang;TOTAL;Total Score;68.83
KANWIL MEDAN; AREA MEDAN 1;CP T B ASAHAN;cabang;TOTAL;Total Score;68.84
KANWIL DENPASAR; AREA DENPASAR;CP MENGWI;cabang;TOTAL;Total Score;68.91
KANWIL JAKARTA 1; AREA BEKASI;CP TAMBUN;cabang;TOTAL;Total Score;69.17
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;UPC FRESH MARKET;upc;TOTAL;Total Score;69.2
KANWIL MAKASAR; AREA MAKASAR 1;CP BARRU;cabang;TOTAL;Total Score;69.22
KANWIL JAKARTA 1; AREA BEKASI;CP SETIA MEKAR;cabang;TOTAL;Total Score;69.46
KANWIL MEDAN; AREA BANDA ACEH;CPS KEUTAPANG;cabang;TOTAL;Total Score;69.5
KANWIL DENPASAR; AREA DENPASAR 2;UPC HARDYS TABANAN;upc;TOTAL;Total Score;69.75
KANWIL MAKASAR; AREA MAKASAR 1;CP BONTOALA;cabang;TOTAL;Total Score;70.07
KANWIL MEDAN; AREA MEDAN 2;CP PARLUASAN;cabang;TOTAL;Total Score;70.1
KANWIL MAKASAR; AREA BANTAENG;CP WATAMPONE;cabang;TOTAL;Total Score;70.18
KANWIL MANADO; AREA PALU;CP PALU BARAT;cabang;TOTAL;Total Score;70.27
KANWIL JAKARTA 1; AREA BEKASI;UPC CAMAN RAYA;upc;TOTAL;Total Score;70.27
KANWIL JAKARTA 1; AREA BEKASI;CP KRANGGAN;cabang;TOTAL;Total Score;70.28
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP PONDOK MELATI;cabang;TOTAL;Total Score;70.35
KANWIL PALEMBANG; AREA JAMBI;CP SUNGAI PENUH;cabang;TOTAL;Total Score;70.39
KANWIL MAKASAR; AREA PARE-PARE;CP MAMUJU;cabang;TOTAL;Total Score;70.49
KANWIL BALIKPAPAN; AREA PONTIANAK;UPC DIPONEGORO;upc;TOTAL;Total Score;70.62
KANWIL DENPASAR; AREA KUPANG;CP OESAPA;cabang;TOTAL;Total Score;70.64
KANWIL MAKASAR; AREA PALOPO;CP RANTEPAO;cabang;TOTAL;Total Score;70.64
KANWIL SEMARANG; AREA PATI;UPC WIROSARI;upc;TOTAL;Total Score;70.66
KANWIL SURABAYA; AREA PAMEKASAN;CPS PASEAN;cabang;TOTAL;Total Score;70.79
KANWIL BALIKPAPAN; AREA PONTIANAK;CP SUNGAI RAYA;cabang;TOTAL;Total Score;71.12
KANWIL BANDUNG; AREA BANDUNG 2;CP LEMABANG;cabang;TOTAL;Total Score;71.16
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPS GN MALANG;upc;TOTAL;Total Score;71.23
KANWIL PALEMBANG; AREA PALEMBANG;CP PALLIMA;cabang;TOTAL;Total Score;71.4
KANWIL JAKARTA 1; AREA SENEN;CPS KRAMAT RAYA;cabang;TOTAL;Total Score;71.42
KANWIL MEDAN; AREA MEDAN 1;CP TEBING TINGGI;cabang;TOTAL;Total Score;71.44
KANWIL MAKASAR; AREA KENDARI;CP UNAAHA;cabang;TOTAL;Total Score;71.91
KANWIL MEDAN; AREA MEDAN 1;UPS PANTON LABU;upc;TOTAL;Total Score;72
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP TANAH GROGOT;cabang;TOTAL;Total Score;72.28
KANWIL MEDAN; AREA BANDA ACEH;CPS MEULABOH;cabang;TOTAL;Total Score;72.29
KANWIL MAKASAR; AREA MAKASAR 1;CP PANGKEP;cabang;TOTAL;Total Score;72.33
KANWIL MEDAN; AREA MEDAN 2;UPS BINJAI SYARIAH;upc;TOTAL;Total Score;72.35
KANWIL PEKANBARU; AREA PADANG;CP TERANDAM;cabang;TOTAL;Total Score;72.4
KANWIL DENPASAR; AREA DENPASAR;CP DENPASAR;cabang;TOTAL;Total Score;72.42
KANWIL BALIKPAPAN; AREA PONTIANAK;CP JERUJU;cabang;TOTAL;Total Score;72.62
KANWIL PEKANBARU; AREA BATAM;CP NATUNA;cabang;TOTAL;Total Score;72.64
KANWIL SEMARANG; AREA PURWOKERTO;UPC NGADIREJO;upc;TOTAL;Total Score;72.67
KANWIL DENPASAR; AREA AMPENAN;CP PRAYA;cabang;TOTAL;Total Score;72.89
KANWIL DENPASAR; AREA AMPENAN;CPS CAKRANEGARA;cabang;TOTAL;Total Score;73.01
KANWIL MAKASAR; AREA AMBON;CP TUAL;cabang;TOTAL;Total Score;73.27
KANWIL PEKANBARU; AREA PADANG;UPS SITEBA;upc;TOTAL;Total Score;73.29
KANWIL SURABAYA; AREA SURABAYA 2;UPC SEKARPUTIH;upc;TOTAL;Total Score;73.55
KANWIL BALIKPAPAN; AREA BANJARMASIN;CP BARABAI;cabang;TOTAL;Total Score;73.75
KANWIL SURABAYA; AREA MALANG;CP SINGOSARI;cabang;TOTAL;Total Score;73.81
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP PEKAYON;cabang;TOTAL;Total Score;73.84
KANWIL PALEMBANG; AREA JAMBI;CP JAMBI;cabang;TOTAL;Total Score;73.87
KANWIL JAKARTA 1; AREA BEKASI;CP KALIMALANG;cabang;TOTAL;Total Score;73.92
KANWIL MEDAN; AREA BANDA ACEH;CPS BIREUEN;cabang;TOTAL;Total Score;74.07
KANWIL DENPASAR; AREA DENPASAR 2;CP BOLOSILA;cabang;TOTAL;Total Score;74.09
KANWIL DENPASAR; AREA ENDE;CP LARANTUKA;cabang;TOTAL;Total Score;74.3
KANWIL JAKARTA 1; AREA BEKASI;CPS METRO BOULEVARD CIKARANG;cabang;TOTAL;Total Score;74.32
KANWIL MAKASAR; AREA MAKASAR 2;CP HERTASNING;cabang;TOTAL;Total Score;74.49
KANWIL DENPASAR; AREA KUPANG;CP OEPURA;cabang;TOTAL;Total Score;74.51
KANWIL MAKASAR; AREA PARE-PARE;CP MAJENE;cabang;TOTAL;Total Score;74.71
KANWIL MANADO; AREA PALU;CP PALU TIMUR;cabang;TOTAL;Total Score;74.74
KANWIL PEKANBARU; AREA PEKANBARU;CP BUKIT TINGGI;cabang;TOTAL;Total Score;74.75
KANWIL MEDAN; AREA MEDAN 2;UPS MEDAN SYARIAH;upc;TOTAL;Total Score;74.96
KANWIL MAKASAR; AREA PARE-PARE;UPS TARAILU;upc;TOTAL;Total Score;74.99
KANWIL MANADO; AREA SORONG;CP SORONG;cabang;TOTAL;Total Score;74.99
KANWIL DENPASAR; AREA ENDE;CP WOLOWONA;cabang;TOTAL;Total Score;75
KANWIL DENPASAR; AREA DENPASAR;CP KUTA;cabang;TOTAL;Total Score;75.04
KANWIL PALEMBANG; AREA JAMBI;UPS KOTO BARU;upc;TOTAL;Total Score;75.14
KANWIL MEDAN; AREA BANDA ACEH;CPS BANDA ACEH;cabang;TOTAL;Total Score;75.18
KANWIL MEDAN; AREA MEDAN 1;CP MEDAN UTAMA;cabang;TOTAL;Total Score;75.2
KANWIL MAKASAR; AREA PALOPO;CP BELOPA;cabang;TOTAL;Total Score;75.22
KANWIL PALEMBANG; AREA PALEMBANG;CP PALEMBANG;cabang;TOTAL;Total Score;75.25
KANWIL BANDUNG; AREA BANDUNG 2;CP PURWAKARTA;cabang;TOTAL;Total Score;75.3
KANWIL MEDAN; AREA BANDA ACEH;UPS LAMPEUNURUT;upc;TOTAL;Total Score;75.36
KANWIL JAKARTA 1; AREA KRAMATJATI;CP JATINEGARA;cabang;TOTAL;Total Score;75.52
KANWIL DENPASAR; AREA KUPANG;CP KUPANG;cabang;TOTAL;Total Score;75.65
KANWIL MAKASAR; AREA MAKASAR 1;UPS VETERAN SELATAN;upc;TOTAL;Total Score;75.69
KANWIL MAKASAR; AREA MAKASAR 1;CP TAMALANREA;cabang;TOTAL;Total Score;75.69
KANWIL MEDAN; AREA MEDAN 1;CPS AR.HAKIM;cabang;TOTAL;Total Score;75.81
KANWIL SURABAYA; AREA MALANG;CP RAMPAL;cabang;TOTAL;Total Score;75.81
KANWIL MAKASAR; AREA MAKASAR 1;CPS CENTRAL;cabang;TOTAL;Total Score;75.85
KANWIL DENPASAR; AREA DENPASAR 2;CP RASANAE;cabang;TOTAL;Total Score;75.88
KANWIL MAKASAR; AREA PARE-PARE;CP RAPPANG;cabang;TOTAL;Total Score;75.93
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;CP BOULEVARD;cabang;TOTAL;Total Score;76.01
KANWIL SEMARANG; AREA PURWOKERTO;CP KEBUMEN;cabang;TOTAL;Total Score;76.05
KANWIL MANADO; AREA JAYAPURA;CP BIAK;cabang;TOTAL;Total Score;76.25
KANWIL SURABAYA; AREA MALANG;CPS LANDUNGSARI;cabang;TOTAL;Total Score;76.4
KANWIL PALEMBANG; AREA JAMBI;CPS JELUTUNG;cabang;TOTAL;Total Score;76.59
KANWIL DENPASAR; AREA ENDE;CPS ENDE;cabang;TOTAL;Total Score;76.6
KANWIL BALIKPAPAN; AREA BANJARMASIN;CP BATU LICIN;cabang;TOTAL;Total Score;76.61
KANWIL MAKASAR; AREA AMBON;CP NUSANIWE;cabang;TOTAL;Total Score;76.67
KANWIL DENPASAR; AREA AMPENAN;CPS PSR RENTENG;cabang;TOTAL;Total Score;76.82
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP SANGGATTA;cabang;TOTAL;Total Score;76.88
KANWIL BALIKPAPAN; AREA TARAKAN;CP MALINAU;cabang;TOTAL;Total Score;76.93
KANWIL MANADO; AREA PALU;CP PARIGI;cabang;TOTAL;Total Score;76.95
KANWIL PEKANBARU; AREA PADANG;CP TAPI BANDAR;cabang;TOTAL;Total Score;77
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP PENAJAM;cabang;TOTAL;Total Score;77.06
KANWIL MAKASAR; AREA MAKASAR 1;CP DAYA;cabang;TOTAL;Total Score;77.1
KANWIL MEDAN; AREA BANDA ACEH;CPS LHOKSEUMAWE;cabang;TOTAL;Total Score;77.1
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP BALIKPAPAN;cabang;TOTAL;Total Score;77.19
KANWIL SURABAYA; AREA SURABAYA 1;CP TULUNGAGUNG;cabang;TOTAL;Total Score;77.29
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP KRANJI;cabang;TOTAL;Total Score;77.38
KANWIL JAKARTA 2; AREA TANGERANG;CP TANGERANG;cabang;TOTAL;Total Score;77.39
